listing_id,artist,title,label,catno,format,release_id,status,price,listed,comments,media_condition,sleeve_condition,accept_offer,external_id,weight,format_quantity,flat_shipping,location
687969147,Various,Soulfuric Acid,Nicetraxuk,NICE005,"12""",11128977,Draft,14.79,2019-09-05 22:59:19,[House-Deep] New Item! Picture cover is excellent! one tiny corner ding.. Beautiful Music! Stored in plastic sleeve.  Rare in the USA!,Mint (M),Mint (M),Y,2 copies (1 in House-Deep - 1 on Simmer),0,1,0.0,
687969089,Zion I,Salt In The Game / Break Rap,Drive By Pimp Slap Records,DBPS3-1,"12""",938357,For Sale,8.49,2019-09-05 22:59:19,"[HipHop] Like New!  Vinyl is unmarked, shiny clean excellent.  Sounds fantastic!  AMP LIVE!!  Clean center labels.  Generic white cover is also VG++ nice in open shrink wrap.  ILL!! ",Near Mint (NM or M-),Generic,Y,,0,1,0.0,
687969717,23 Skidoo,The Gospel Comes To New Guinea / Coup,"Ronin Records, Ronin Records","RDP.16 , RDP16 ","12""",39664,For Sale,9.49,2019-09-05 22:59:20,[J-Anonymous] VG+ Vinyl is very nice and clean. minimal sweep. Play tested and sounds fantastic. Clean center labels. Picture cover is also VG+ with minimal wear.. Tight Breaks trax!!,Very Good Plus (VG+),Very Good Plus (VG+),Y,,0,1,0.0,
687969722,The Barrett Sisters,What Shall I Render (Unto God),New Birth Records,NEW-7045G,"LP, Album",9921240,For Sale,9.49,2019-09-05 22:59:20,"[Soul] VG Vinyl has surface marks, but plays nice. Cover in opened shrink wrap.  has some edge wear...  no cuts, holes or markings. ",Very Good (VG),Very Good (VG),Y,[Hermit],0,1,0.0,
687969492,Bob Marley,Rebel Hop,Delta Music,CD 6311,"CD, Comp",1837887,Draft,10.0,2019-09-05 22:59:20,"Disc  is unmarked shiny excellent. Like New!  Inserts are also VG+++ excellent with faint indents - closer to -NM, clean jewel case..  RARE!",Near Mint (NM or M-),Very Good Plus (VG+),Y,,0,1,0.0,
687969550,DJ Nitro (2) And DJ .com,Donkey-Punch,Fork Records,FORK-002,"12"", W/Lbl, Sta",263571,Draft,10.79,2019-09-05 22:59:20,"[House-Ghetto] VG+++ Marbled Vinyl is clean excellent, sounds fantastic!! Clean center labels.  White paper sleeve, stored in plastic sleeve, No hard cover.  Classic Acid Techno!!  Mega Rare!!",Very Good Plus (VG+),Not Graded,Y,,0,1,0.0,
687969652,Fanon Flowers,Acid Kush,Studio Sound,SS01,"12""",1831984,Sold,11.79,2019-09-05 22:59:20,"[House-Acid] New Item! Vinyl is shiny excellent... Clean unmarked center labels. White cover is also Sharp, New!!  Detroit!! ",Mint (M),Generic,N,one copy on simmer,0,1,0.0,
687969435,Franz Ferdinand,Take Me Out (Daft Punk Remix),Domino,RUG172TDAFT,"12""",299110,Sold,11.79,2019-09-05 22:59:20,[J-Anonymous] VG+++ Vinyl is clean excellent and sounds fabulous! Clean center labels. Picture cover is also VG++ with minor wear.. No cuts holes or markings.  DAFT PUNK!!  Naum Gabo!! ,Very Good Plus (VG+),Very Good Plus (VG+),Y,,0,1,0.0,
687969726,Jane's Addiction,Nothing's Shocking,Warner Bros. Records,9 25727-2,"CD, Album",369134,For Sale,6.49,2019-09-05 22:59:20,"Disc is clean, with minor surface sweep.. plays excellent! Inserts are Unmarked, Like New excellent! Clean Original jewel case. No Indents, Cuts, Holes or Markings.  One Rockin' Great Album Here!  Original Pressing!  Conservative Grade!",Very Good Plus (VG+),Near Mint (NM or M-),Y,,0,1,0.0,
687969659,Jenifa Mayanja,Release & Breathe EP,Bu-Mako Recordings,BU-M 009,"12"", EP",1450185,Sold,9.0,2019-09-05 22:59:20,[House-Deep] New Item!  Sweet House Music!  Issued in white paper sleeve only... New generic brown cover added =D   ,Mint (M),Generic,Y,,0,1,0.0,
687969672,Miles Maeda,Mobile Dwellings,Bambino Recordings,bambino002,"12""",600535,Draft,11.79,2019-09-05 22:59:20,"[MilesMaeda] VG/VG+ Vinyl is nice and clean, has some surface sweep,  Plays great with minimal interference.  Clean center labels..  Generic black cover is nice with minor edge wear.  stored in plastic sleeve. RARE in the USA!",Very Good Plus (VG+),Generic,Y,,0,1,0.0,
687969739,The Rolling Stones,Metamorphosis,ABKCO,90062,"CD, Comp",5819277,Sold,10.0,2019-09-05 22:59:20,"Disc and inserts are excellent, All unmarked.. a small insignificant faint imperfection at spine on front j-booklet,  clean original jewel case.. conservative grade.. issued in a black tray jewel case (not digipak or SACD)..",Near Mint (NM or M-),Very Good Plus (VG+),N,,0,1,0.0,
687969589,"S. Araw ""Trio"" XI",Gazebo Effect,Sun Ark Records,SA039,"2xLP, Album",7157876,Draft,13.79,2019-09-05 22:59:20,[Experimental-Dub] Both Vinyl are clean shiny Like New! Sounds fantastic! Clean unmarked center labels.  Gatefold Picture cover is also Sharp! Never unfolded in opened shrink wrap.. Like New!,Near Mint (NM or M-),Near Mint (NM or M-),Y,,0,2,0.0,
687969688,Stacey Q,Two Of Hearts,Atlantic,0-86797,"12""",5523000,Sold,11.79,2019-09-05 22:59:20,"[Freestyle] Like New!  Vinyl is unmarked shiny excellent!  Sounds Fabulous!  Clean unmarked center labels.  Picture cover is also Like New, Sharp in open shrink wrap.  80s Electro-House-Freestyle-JAMZ!",Near Mint (NM or M-),Near Mint (NM or M-),N,marge,0,1,0.0,
687969470,Various,Are You Ready?,Truth Is Light,TIL011,"12""",2479538,Sold,11.79,2019-09-05 22:59:20,"[House-Disco] VG+++ Vinyl is clean shiny excellent! Fully play tested and sounds fabulous! Clean center labels. TIL cover is also Like New excellent. No cuts, holes or markings. Rare in the USA!",Very Good Plus (VG+),Very Good Plus (VG+),N,,0,1,0.0,
687969698,Various,SOS Records Greatest Hits EP Volume 1,SOS Records,SOS SP 001,"12"", W/Lbl",2830089,Draft,11.79,2019-09-05 22:59:20,"[J-Anonymous House] RARE WHITE LABEL ISSUE! VG++ Vinyl is clean excellent. minimal sweep and sounds Like New fabulous!  White Info sticker with track titles on clean white center labels.. New paper sleeve stored in plastic sleeve, No Hard Cover.",Very Good Plus (VG+),Not Graded,Y,,0,1,0.0,
